Unnamed: 0,Title,Platform,Userscore,Comment,Username
83612,Neverwinter Nights,PC,9, This is the best single player rpg I have ever played. The onlything I didnt like was the limeted choice for henchmen. Even so it had an intracit story and sidquests galore. ,I
135338,Medieval II: Total War,PC,10," I played All of Total War Games, and I can say, by far, this is the best one, I will not inclide the bugs because they release patches so there is no reason to complain about them, the game is great. graphics=10 gameplay=10, for newplayers, it might be hard to learn, but I'm sure people will enjoy it.",I
1122,Grand Theft Auto IV,PlayStation3,10,"Didnt like it. It was good at first, but playing other Huge title games, it didnt stand out to me, they are focused on too much graphics! Bring San Andreas back!!",BrendonStander
23653,The Last of Us,PlayStation3,10,"This is the most amazing game i have ever played. Though looking forward to GTA V, this game will definitely be my second favorite game of all time. A little taste for PS4 and great graphics!! The story line is second to none. It's GREAT! It deserves full marks. It's not everyday you get a great game you could actually play, over and over again. Congrats Naughty Dog!",BrendonStander
60783,God of War III,PlayStation3,10,"I love The God Of War 3 and series!! The day of it's release i bought it. My favorite game of all time, and it deserves that because of it's fantastic game play, graphics and characters are beautiful. The story is also very intriguing :) :)",BrendonStander
63922,The Sims,PC,10,"This was the begining of the Best Selling PC game franchise and World Record smasher, The Sims. Im happy with the start and will always be a classic game to remember, even though graphics wasnt good, but ey. It was number one!! :)",BrendonStander
92886,Assassin's Creed: Brotherhood,PlayStation3,10,"This is a great game! Im still playing the game on ps3, very happy with gamplay and the story line. New Assassins Creed 3 coming soon, Will definitely buy it. :) :)",BrendonStander
93444,Grandia II,Dreamcast,10," Even years after its original release date, the fast-paced combat makes it stack up against other RPGs.",R.T.
108077,Jade Empire,Xbox,9," One of the greatest RPGs to date. The gameplay is totally addictive and you can switch techniques in a second and the story is amazing. Unfortunately, the game's longevity is short; however, if you manage to love the story you will find one of the greatest RPGs ever created.",R.T.
81002,Forza Motorsport 4,Xbox360,4,"Very unsatisfied by this game. It was a let down to me being a forza fan, playing Forza 1 until 2am enjoying do i enjoy this. I plan and simply didn't like this one because of 2 main reason. 1 The singleplayer AI is way too easy and you cant adjust it to make it harder. 2 its is way to simple to have a cheap powerful car for no cost. Why is is bad? Well if you use a specific car brand toVery unsatisfied by this game. It was a let down to me being a forza fan, playing Forza 1 until 2am enjoying do i enjoy this. I plan and simply didn't like this one because of 2 main reason. 1 The singleplayer AI is way too easy and you cant adjust it to make it harder. 2 its is way to simple to have a cheap powerful car for no cost. Why is is bad? Well if you use a specific car brand to lv5 you get huge money bonuses and no cost what so ever, to me it takes the fun of upgrading my car, its hard to say it just that it doesn't feel natural and i think it is a wrong turn for the game.",McCully243
180029,Max Payne 3,Xbox360,9,"For being a linear story game Max Payne feels like open world. I mean that in a sense that no matter how many times the same thing you do in each chapter or level it doesn't feel the same, and actually very fun and cinematic feel. I give the story pacing a very good 9/10, the only reason why it didn't get 10/10 is because it felt rushed at the last minute. Then the character development isFor being a linear story game Max Payne feels like open world. I mean that in a sense that no matter how many times the same thing you do in each chapter or level it doesn't feel the same, and actually very fun and cinematic feel. I give the story pacing a very good 9/10, the only reason why it didn't get 10/10 is because it felt rushed at the last minute. Then the character development is extremely good for a game. You fell for Max and you want him to win, ironically he doesn't all the time which makes for good plot twist often very depressing. I would give characters and character development a 10/10 and plot 10/10, both did really well because of how serious the game felt without being like a soap opera, with the terrible acting and stupid plot twist. Then the multiplayer is really good too. I mean it is really balanced and gang wars is interesting and alot of replyability and bullet time. The only thing holding it back is that leveling up can sometimes feel like a long time.  Now the only thing that is really drops the score for me is character mobility. Now i decided to score this because of two reasons. One is that they had a huge budget to spend and it is a linear game to details like this can often make or break a linear game. Two is because it is very important aspect because max Payne is a hard game, and often cover to cover is the only way to survive especially in multiplayer. Now i know in campaign Max isn't some Ezio and he can't really do parkour or barrel rolls with ease or anything like that but when it comes to multiplayer it feels like my guy no matter how heavy or like he/she is, it still feels like a big tank and somewhat slow which feels very awkward, and at times it feels like my avatar just ate 3 big macs with large fries. So unfortunately because of multiplayer character control i have to give character feel a 6/10. Its good in campaign but in multiplayer it can be really frustrating. Now adding up the scores this game receives 45/50 or a 9/10 for me.",McCully243
193296,Forza Horizon,Xbox360,8,"Ok if you check my last review i hated Forza 4 alot, even though it had top gear in it. Anyway horizan much improves from Forza 4 in many ways that made me love it more, heck it is one of the best racing games that i have played so far. First off you will see that it is open world strait off the bat, and you will also notice that the enviornments are beautiful and diverse. Then one thingOk if you check my last review i hated Forza 4 alot, even though it had top gear in it. Anyway horizan much improves from Forza 4 in many ways that made me love it more, heck it is one of the best racing games that i have played so far. First off you will see that it is open world strait off the bat, and you will also notice that the enviornments are beautiful and diverse. Then one thing is that multiplayer is much better aswell, i can actually find a match and the whole storefront has been streamlined to make it much easier to get what you need and go on. And another thing that really didn't need improvement is the car sounds, yet they made them even better. Now a Diablo sounds really close to the actually, the only difference is that a real one would be too loud for the game to handle. And one thing that i like the most is that they made the game much more challenging and less restrictive on what you want to drive, the AI is really, really hard on the highest difficulty, compare that to Forza 4 where even i could get 3rd with the AI on hard and all assist off. The only problem with this game i that the world is too small, in comparrison to TDU1 and TDU2, luckly Horizan beats the TDU series on every other level. And i guess another minor problem is that the car crash physics are the worse since FM1, and the rollover physics, sadly this is because GRID set that bar so high for me i really don't see FM getting to that level. Though a major problem i still run into is that the game as a whole is still a little to easy. I already have 700k and i don't know how to spend it, i never feel the urge to tune a car unless for the fun of it, never for making it easier to win. Sum it up Pros:Streamlined online, harder then FM4, enviornments, and very fun to explore. Cons:Still fairly easy, outdated crashes. Overall i give it a solid 8/10.",McCully243
210862,Battlefield 3,Xbox360,10,"Ok i have given Dice sometime now it is time to review BF3. Ok i am not not going to be baised at all  with this review like some of these people who gave this a 10 or a 1 i guess you can say the outliers. Now being a primarly multiplayer game i will first review the multiplayer first off. Ok the multiplayer isn't as good as BC2 first off. This is because the fact that not even half of theOk i have given Dice sometime now it is time to review BF3. Ok i am not not going to be baised at all  with this review like some of these people who gave this a 10 or a 1 i guess you can say the outliers. Now being a primarly multiplayer game i will first review the multiplayer first off. Ok the multiplayer isn't as good as BC2 first off. This is because the fact that not even half of the enviornment is completely destructable and that it feels a like they added what i like to call pointless stuff. One of them is the attachments which sometimes i get really confused with. Some examples are bibods for carbines, that is stupid in a sense that carbine don't usaually don't have that much reacoil and that they don't have that much distance which is one of the perks of bibod to do. Another example for specifically carbines is the dlc guns have the zoom by 6 scope which is really pointless because they don't have power at the distance. Now because that you don't have to choose those attachments its not going to bring down the multiplayer score that much. One thing that really brougt it down for me was the destruction. This is not only because it was a huge part of BC2 that i loved and kept the replayability but the tactics. Now its really wierd distruction in BF3 the things you can destroy are mostly pointless like in Grand Bazaar you can blow a hole in the wall down the long hall to the second checkpoints. I find that stupid because nobody is going to be behind that wall before you blow it up. But then you can't fully destrory the building where there could multiple enemies. Now i am not only talking about this map in particular but most maps in BF3 are that way. Now the leveling system too is not as good as BC2 it doesn't feel like i choose a class because of helping the team but to get that next cononel service star for that class and i think they should of made the levels longer until you reach cononel this is because reaching cononel should feel like you worked really hard to get there but not that feeling because everyone else is a cononel now you have this unlock limbo where the game expects you to do that agian 100 times to reach max level with no unlocks. i think thats why they should of worked on this a little make it feel special that you got to that level. Now because of these two main reasons, i will give the multiplayer a 7/10. It was fun and some maps were good but it just didn't live up to the hype of what it was suppose to be.  Now we get into the campaign, and it is really bad. I think of a campaign like a story and a gameplay style close to multiplayer. Sadly BF3 does not deliever on either of these. First off the characters and character developement are terrible, honestly i would care if my guy at the end got his head blown off by the terrorist trying to bomb the metro. This same goes for the other characters, i honestly didn't care that two guys were killed when i was invading the mansion or when dimitris friend was impaled by a pole. The reason why i didn't care is because of that nobody felt like they had a personality they all felt like 2D characters in a Michael Bay movie. Then the oddest thing from a multiplayer game open world to have a very linear Single player to the point of where if you walk a couple of feet away you get a mission fail. Though even with these faults single player fighting can be fun with the chance of being melee killed make for some suspense and the graphics look better then multiplayers. Overall though the single player is a 3/10. Now what dice prides itself is the graphics and sound. Sound is really cool now i haven't shot these caliber of guns before but i do know that even in BC2 they recorded the gun sounds with real guns with real ammo, obviously though down a range but still really good effort in sound. Sound is without a doubt a 10/10. And the graphics are good at times. Its sometimes low resolution at distance. But with weather effects and lighting it can be really good. So overall graphics is a 8/10. Not the best but definatly above average. Now the content is ok but it isn't as good as amount of CoD did especially when it comes to Co-op. This is why i was holding off a real review at first because i thought that Co-op would get a few maps from DLC. But alas that hasn't happened yet and its been out for 8 months. Now the multiplayer content is good you get tons of attachments though some of them are pointless you get a good amount. Also the amount of maps and guns themselfs will increase over time. But then it comes to story and this is where it falls. Overall though not a bad game just a game that was obviously a test for Frostbite 2. And it needs alot of work to be as good as BC2 was Overall this game recieves a 28/40 or a 7/10.",McCully243
6129,The Legend of Zelda: Breath of the Wild,Switch,10,"1. GUALITY!2. The legend of zelda saga pure essence3. Immersive story4. soundtracks beautiful5. gameplay and mechanics Impeccable!!!6. This is the new best game in the world of historyTHE VALUE IS REAL, IT IS WORTH TO LIVE THE EXPERIENCE",panayjeanpaul
6429,The Legend of Zelda: Breath of the Wild,Switch,10,"1. GUALITY!2. The legend of zelda saga pure essence3. Immersive story4. soundtracks beautiful5. gameplay and mechanics Impeccable!!!6. This is the new best game in the world of historyTHE VALUE IS REAL, IT IS WORTH TO LIVE THE EXPERIENCE",panayjeanpaul
43050,Metal Gear Solid 4: Guns of the Patriots,PlayStation3,10, Awesome new PS3 game! It defines the PS3 because it has such revolutionary graphics and gameplay and it couldn't be a better end to the snake series. Buy now!,BryanJ.
150010,Doom 3,PC,10," It does everything I expected it to do, and @ 800x600 it still looks amazing. I hope they make an AvP game with this engine. For everyone that's giving it 1's and 0's, I have to say I don't think you are being fair. Sure, the gameplay hasn't evolved much past the original Doom, but that is part of the appeal IMO. Pure visceral action.",BryanJ.
47395,BioShock Infinite,Xbox360,9,"Bioshock Infinite is an absolutely fantastic game. The original Bioshock definitely presented some original and good material such as the scenery and themes incorporated into that shooter. This new Bioshock makes great improvements and is one of my favorite Xbox 360 games.The scenery of Rapture in the first Bioshock was awesome. Columbia in this Bioshock is also awesome. It's a city inBioshock Infinite is an absolutely fantastic game. The original Bioshock definitely presented some original and good material such as the scenery and themes incorporated into that shooter. This new Bioshock makes great improvements and is one of my favorite Xbox 360 games.The scenery of Rapture in the first Bioshock was awesome. Columbia in this Bioshock is also awesome. It's a city in the clouds and it is incredibly beautiful. There are very vibrant and vivid colors in this game that work very well. With the city you also get skyrails which are incredibly fun to ride on and attack enemies from.The characters in this game all have a distinct purpose and are all awesome. Booker DeWitt, Comstock, Fink, and Daisy Fitzroy are just a few of this great characters. With great characters, you also get a great story. The plot twist I didn't even see coming and it was incredibly shocking.I do have a couple of minor gripes with this game. While I did love the patriots at first, you grow to dislike them by the end of the game, because they are overused. The plot is fantastic, but it still could have flowed better. Still even with those complaints I enjoyed this game a whole lot.",Swishalicious29
85881,Far Cry 3,Xbox360,8,"Far Cry 3 is a fantastic open world game. It is easily one of the best games released from 2012. It has characters that are relate-able and have more depth than you would think at first glance. The setting of the island was awesome and is very expansive. The villain Vaas is also amazing, mostly because of his psychotic behavior. I did have a problem with the sheer difficulty in this game.Far Cry 3 is a fantastic open world game. It is easily one of the best games released from 2012. It has characters that are relate-able and have more depth than you would think at first glance. The setting of the island was awesome and is very expansive. The villain Vaas is also amazing, mostly because of his psychotic behavior. I did have a problem with the sheer difficulty in this game. If you don't unlock at least 3 weapons you are going to die a lot.. There are also too many collectibles. I would have been fine with just relics, but they had to have much more than that. It does add more hours to the game, but it seems kind of pointless.  I loved Far Cry 3 and love the different play-styles available.",Swishalicious29
106054,Assassin's Creed: Brotherhood,Xbox360,8,"Assassin's Creed Brotherhood is the best Assassin's Creed game that I have played (granted that I have only played this and the first game). The combination of multi-player and single-player is great.The campaign was a little confusing for me due to the fact that I didn't play Assassin's Creed 2, but once i got the general gist if what was happening I enjoyed it even more. While theAssassin's Creed Brotherhood is the best Assassin's Creed game that I have played (granted that I have only played this and the first game). The combination of multi-player and single-player is great.The campaign was a little confusing for me due to the fact that I didn't play Assassin's Creed 2, but once i got the general gist if what was happening I enjoyed it even more. While the campaign is great, I didn't really care for most of the side missions. The combat, while it is good, isn't all that different and doesn't change itself throughout the game as it should.The multi-player is awesome and absurdly unique. You are hunting down and assassin while other assassins are hunting you down. With progression in levels, you unlock more abilities and makes the re-play value very high.Assasssin's Creed: Brotherhood is much better than the first Assassin's Creed game. I can't compare it to the rest of the series since I haven't played them, but they all seem the same.",Swishalicious29
121385,Fallout 4,XboxOne,6,"Fallout 4 makes improvements over Fallout 3, yet still has its flaws. While some important upgrades were made, the overall experience wasn't as enjoyable as I thought and hoped it would be. Still this isn't a bad game, and there is plenty to do in it.The amount of content available is really quite incredible. The side quests are what most people gravitate to in these types of games,Fallout 4 makes improvements over Fallout 3, yet still has its flaws. While some important upgrades were made, the overall experience wasn't as enjoyable as I thought and hoped it would be. Still this isn't a bad game, and there is plenty to do in it.The amount of content available is really quite incredible. The side quests are what most people gravitate to in these types of games, and its crucial to make them fun, and for the most part they are. Some quests are repetitive, (especially the ones at Sanctuary), but otherwise they feature fun characters and interesting diversions. The issue I have is that the main story isn't all that interesting. While some of the twists were impressive, I left the game not feeling the same attachment to characters that I did in Fallout 3. The ending was pretty anti-climatic as well, (although I guess that also applies to Fallout 3).The mechanics are improved quite a bit and the improved map system and opening items system really made this game a lot more accessible than Fallout 3. Still, the characters weren't as memorable, main story not as interesting and locations not as iconic. Fallout 4 is a fun game for sure, but isn't one I fervently return to.",Swishalicious29
265401,Assassin's Creed,Xbox360,5,"Assassin's Creed is a moderately fun game if this is the first entry that you play in the series. Running around these open cities and climbing up buildings is a lot of fun, but the other Assassin's games have much more to offer. It becomes repetitive as the main plot of the game is killing historical figures. There are nine of them in this game, yet after the third or fourth one itAssassin's Creed is a moderately fun game if this is the first entry that you play in the series. Running around these open cities and climbing up buildings is a lot of fun, but the other Assassin's games have much more to offer. It becomes repetitive as the main plot of the game is killing historical figures. There are nine of them in this game, yet after the third or fourth one it becomes boring. To do this you also have to eavesdrop on people which is incredibly boring. If you want to get into the gameplay of the Assassin's Creed franchise this is an alright place to start. However, if you want to be entertained throughout and have more developed characters and story, the other titles are better to start with.",Swishalicious29
104328,Dark Souls III,PC,10,"The best of the series so far! Amazing world, improvements to the combat. All weapons have a neat weapon skill. The magic is a blast (pyro, sorceries, or faith) and the PvP is just intense!Love it. Amazing, and job well done FromSoftware.",Namelesshonor
107979,Dark Souls III,PlayStation4,10,"The best of the series so far! Amazing world, improvements to the combat. All weapons have a neat weapon skill. The magic is a blast (pyro, sorceries, or faith) and the PvP is just intense!Love it. Amazing, and job well done FromSoftware.",Namelesshonor
152073,DOOM,XboxOne,0,"Not on the same level as Doom 3 or Resurrection of Evil. This is just a mindless, overly-fast-paced ""dude bro"" style shooter. If running around and breezing through enemies is your thing, you'll love this garbage. If you liked the survival horror style of things that Doom 3 provided, then you will be extremely let down by this game.I had been waiting so long for a Doom 4. I was soNot on the same level as Doom 3 or Resurrection of Evil. This is just a mindless, overly-fast-paced ""dude bro"" style shooter. If running around and breezing through enemies is your thing, you'll love this garbage. If you liked the survival horror style of things that Doom 3 provided, then you will be extremely let down by this game.I had been waiting so long for a Doom 4. I was so excited. What a letdown. :(",Namelesshonor
152365,Dark Souls III,XboxOne,10,"The best of the series so far! Amazing world, improvements to the combat. All weapons have a neat weapon skill. The magic is a blast (pyro, sorceries, or faith) and the PvP is just intense!Love it. Amazing, and job well done FromSoftware.",Namelesshonor
189588,DOOM,PlayStation4,0,"Not on the same level as Doom 3 or Resurrection of Evil. This is just a mindless, overly-fast-paced ""dude bro"" style shooter. If running around and breezing through enemies is your thing, you'll love this garbage. If you liked the survival horror style of things that Doom 3 provided, then you will be extremely let down by this game.I had been waiting so long for a Doom 4. I was soNot on the same level as Doom 3 or Resurrection of Evil. This is just a mindless, overly-fast-paced ""dude bro"" style shooter. If running around and breezing through enemies is your thing, you'll love this garbage. If you liked the survival horror style of things that Doom 3 provided, then you will be extremely let down by this game.I had been waiting so long for a Doom 4. I was so excited. What a letdown. :(",Namelesshonor
204423,DOOM,PC,0,"Not on the same level as Doom 3 or Resurrection of Evil. This is just a mindless, overly-fast-paced ""dude bro"" style shooter. If running around and breezing through enemies is your thing, you'll love this garbage. If you liked the survival horror style of things that Doom 3 provided, then you will be extremely let down by this game.I had been waiting so long for a Doom 4. I was soNot on the same level as Doom 3 or Resurrection of Evil. This is just a mindless, overly-fast-paced ""dude bro"" style shooter. If running around and breezing through enemies is your thing, you'll love this garbage. If you liked the survival horror style of things that Doom 3 provided, then you will be extremely let down by this game.I had been waiting so long for a Doom 4. I was so excited. What a letdown. :(",Namelesshonor
46829,Divinity: Original Sin II,PC,10,"Best RPG ever,A jewel, you are given a quest, and you have many ways to accomplish it, even the most absurd. The only limit seems to be your imagination. Dialogues sumptuous, funny, fine, whether in chaste or sustained language! Superb graphics in 4K, decors teeming with details. A real mode master of the dungeon to create your adventures, what else to say merci Larian !!",Grimark
142175,Diablo III,PC,10,"This game is incredible, ok error 37 at the begining, but now it's ok.Thanks you Blizzard for all!! lol 3.8 User score, that's not a score for a game like Diablo 3",Grimark
80184,Halo: Reach,Xbox360,10,"In the beginning, you know the end.These are the words Bungie have used to market Halo Reach and nothing could be closer to the truth. Over the last decade, Halo has been one of the most successful franchises in gaming history, providing the XBOX with a killer app and itself becoming a cultural phenomenon. However, with the Halo trilogy done, and as the fan base knows what happens toIn the beginning, you know the end.These are the words Bungie have used to market Halo Reach and nothing could be closer to the truth. Over the last decade, Halo has been one of the most successful franchises in gaming history, providing the XBOX with a killer app and itself becoming a cultural phenomenon. However, with the Halo trilogy done, and as the fan base knows what happens to Reach, it was imperative that a deeper story would be needed that extended the Reach narrative.Enter Noble Team. An elite group of six Spartan soldiers located on Reach tasked with a mission to investigate the 'Visegrad Relay'. You play as Noble Six, a replacement Spartan for the others 'missing in action'. The first thing you will notice about the game is the improvement to the graphics. The engine has been completed overhauled and with smoother animation, this is easily the most technically impressive Halo yet. The artistic design is phenomenal, with Reach itself becoming a central character in the game with amazing vistas and variety.Althought the campaign is only 9 missions long, there is enought variety in terms of levels and scenarios to make this a valid purchase. Each mission, on Legendary, can take over an hour to complete.So, I've given Halo Reach a 9. What makes Halo Reach good?After completing the campaign, I had to admit I was a little dissapointed. I played the campaign on 'Heroic' difficulty and managed to complete it in a day. I had my own expectations of what I wanted to get from Halo Reach that I didn't get from this. But, in hindsight and after going back to the game with a clear head, Halo Reach is a brilliant piece of software.The campaign is incredibly varied. To go into too much detail enters 'spoiler territory' but the level 'Last Night in Solace' is my favourite Halo campaign mission ever. (Note: the mission shown in the E3 reveal!). Bungie have upted the action meter with a lot of background going on. Reach is being attacked by the Covenant and it feels like it. You will see battles in the skies and distance and there is a genuine feel of a constant threat around you trying to take your planet.The campaign does have it's shortcomings which I noticed more from playing on the 'Legendary' difficulty. The artificial intelligence. I had issues of Brutes walking past about seven marines to come for me, which completely killed the atmosphere. Likewise, the marines didn't fire shots. The marines are terrible at driving warthogs, always sending you in the line of fire (Legendary, that means death!) and concentrating fire on the wrong targets. Frustrating. I also noticed on the hardest difficulty the weapons seem to be unbalanced. It takes a silly amount of amunition to take down the smallest of targets and I feel Bungie should have relied more on 'armor upgrades' or 'tactics' to improve the difficulty rather than something as cheap as 'it will take 3 times as more shots to kill me'. An example is Ghost vs Ghost on Legendary you will always lose, even if you had the upper hand. Basically, the CPU cheats to make it difficult, which it still isn't, suprisingly. Another example is Elites dual-weilding plasma rifles, which you cannot do.Despite these shortcomings, Halo Reach does have some impressive campaign sleeves up it's belt. 'Armor abilities'. You'd think these would be game-breaking but infact, they are my new favourite additions to Halo. Armor abilities allow you to perform certain actions which now provides a new tactical edge to gameplay. The 'Hologram' is incredibly useful and hilarious in multiplayer as well as 'Armor Lock' which stops Online Vehicle Killing Sprees...finally.There are so many posotives to the Halo Reach package. Outside the campaign, there is a new CR system to purchase armor upgrades which are reflected in game and a new way of levelling up. It's a shame this was not expanded into other territories but I suppose that is what DLC is for. Forge has been expanded to include a 'map-editing' feature known as 'Forge World'. You cannot amend the geometry of the level but you can add items and structures. Firefight, from ODST, is included with several other gamnetypes such as 'Arena, Score Attack' which provide a large online package.The story of Halo Reach is well paced, but I wish there was a deeper narrative to develop a relationship with your fellow Spartans. I liked the fact that, despite everything going on, you were not the central character, the planet itself was. In the latter parts of the game, you are tasked with missions that are not exactly stereotypically 'end of game' missions but make you feel small and disposable, which is what you are in the jist of things.So, in conclusion, Halo Reach is a fantastic product. The campaign, on it's own scores at least an 8 with the other packages available pushing this to a nine. Play it on Heroic, you'll enjoy it and try legendary once you fancy a challenge. FeelinLuckyPUNK",FeelinLuckyPUNK
117725,L.A. Noire,Xbox360,8,"LA NOIRE - a revolution in video game design but a flawed one at that.L.A Noire is a game developed by Team Bondi and published by Rockstar Games. You play as Cole Phelps, a former war hero turned LAPD cop who is trying to move on with his life after the war. The game is set in Los Angeles, California in 1947. The most famous aspect of L.A Noire is the 'MotionScan' technology. ActorsLA NOIRE - a revolution in video game design but a flawed one at that.L.A Noire is a game developed by Team Bondi and published by Rockstar Games. You play as Cole Phelps, a former war hero turned LAPD cop who is trying to move on with his life after the war. The game is set in Los Angeles, California in 1947. The most famous aspect of L.A Noire is the 'MotionScan' technology. Actors play out the scenes and every movement is motion captured and placed in the game. The result is a truly engaging detective experience where body language and facial expressions are a key tool to cracking the case. L.A Noire is a game which wouldn't have been possible without this technology.L.A Noire's gameplay is made up of 4 scenarios. Driving around LA to cases, investigating the evidence at the crime scene, interrogating witnesses and suspects and car chases/on foot chases. Many people will say the game is linear, but it honestly is not. Because of the nature of the game, every case is unique, which can't be said for Grand Theft Auto.Although a lot of people will be impressed with the content of this game, some aspects of L.A Noire has been done before. Searching for clues, investigating items and keeping a notebook record was done in 2000 by Shenmue but L.A Noire does it FAR better and expands on it. Phelp's notebook keeps a log of 'People of Interest', 'Locations' and 'Clues' relating to a case. If you join the Social Club, you can use intuition points which are earned by ranking up, to remove an answer for an interrogation, ask the community or show all the clues.That said, L.A Noire expands on these concepts, puts them in a narrative that they fit and provides an engaging story and experience which you shouldn't miss.Buy it!!",FeelinLuckyPUNK
240158,Alan Wake,Xbox360,8,"Alan Wake. Alan Wake,About 5 years in the making, Alan Wake has finally reached our store shelves. Created by famed developer Remedy, responsible for gems such as Max Payne, Alan Wake is a psychological thriller about a writer called Alan Wake who takes a much needed holiday with his wife to Bright Falls. As soon as they arrive, nothing goes to plan, his wife is kidnapped by a mysteriousAlan Wake. Alan Wake,About 5 years in the making, Alan Wake has finally reached our store shelves. Created by famed developer Remedy, responsible for gems such as Max Payne, Alan Wake is a psychological thriller about a writer called Alan Wake who takes a much needed holiday with his wife to Bright Falls. As soon as they arrive, nothing goes to plan, his wife is kidnapped by a mysterious force known as the Darkness and Alan brings it upon himself to discover her whereabouts.The game was originally conceived as an open world, sandbox title and I was a little disappointed upon release when it was revealed that this had been taken out. The game takes place as episodes like a tv series with daytime being your story progression and night-time being the action orientated fight against the Taken, the name given to the people who have been overcome by the Darkness. This, ruined one of the strongest appeals for me. I had envisaged taken my car out for a drive to suddenly being overcome by the Darkness, with light the only source of comfort.But Alan Wake is good, but not great. The daytime sequences only exist to expand the narrative and provide a sense of a believeable open world which in fact is quite linear. The night is the main bulk of the game and is where Alan Wake's story lies. Armed with only a torch and a few weapons, Alan must traverse a variety of woodland environments to meet his objectives to try to find his wife, Alice. The environments are incredibly spooky and the game is very atmospheric but unfortunately it is just not scary. I played the game on the 'Normal' setting and this is what most people will play and the game constantly tells you when the Taken are going to ambush you, defeating the element of suprise. I don't know if this can be turned off.Despite this, the game is still an enjoyable experience. I think, had the game not spent so much time in development, then it would be getting 9's across the board.The only other negative is the story. The story is good but incredibly confusing if you don't analyse everything. About half way through I didn't really have a clue what was going on!However, in an industry saturated with 'space marine shooters', Alan Wake is a refreshing change. It's not a masterpiece but it is a brilliant experience not to be missed.FeelinLuckyPUNK",FeelinLuckyPUNK
20418,Grand Theft Auto Double Pack,Xbox,10," RavenX- Your lack of intelligence is clearly shown by your pathetic use of grammar... anyway, you must be crazy to think that True Crime will blow GTA out of the water. True crime is an average clone with horrible fighting mechanics and a storyline giving you a lot of psuedo-freedom. You're just like the idiots that thought that the Getaway would kick GTA's arse.",RobW.
69237,Super Mario Sunshine,GameCube,9, The best platforming game to date. More than just Mario64 with a water gun.,RobW.
89769,ESPN NFL 2K5,PlayStation2,1," This game would get a zero, but I was able to return it for a $20 credit that I will put towards Madden. I agree with some other guy that said this looked, and played about as well as Madden 98.",RobW.
108308,F-Zero GX,GameCube,9," Dan, I think Gamer fo life was JOKING. Anyway, as much as I really like this game, the prohibitive difficulty and poor sense of speed drag it down a tad.",RobW.
136556,Counter-Strike: Source,PC,9," Its really a great game, good graphics and great game play, the effects are awesome and the scenery is great, i love how you can actually shoot through the boxes and doors, but there are some hackers which brings the game play down.",RobW.
147281,Ridge Racer,PSP,4," Terrible AI - Average graphics - Boring game play. Been there done that, like 8 years ago.",RobW.
279461,Age of Conan: Hyborian Adventures,PC,9," Great game. It has pulled me away from the ever lasting hold of FF11. As a large hater of WoW, it is nice to see a game that gives WoW a run for its money. Its new yes, and has many many bugs...but what game didn't on release. Give it time, and it will be around for a long time.",RobW.
17841,The Elder Scrolls V: Skyrim,Xbox360,10,"Normally in a game that i love i will say that the only bad thing about it it that is has to end. In this case, the game does not end. I have played for 72 hours and I'm only level 35. The game satisfies all needs and it doesn't make you do the storyline. The world levels up with you which allows the game to always be a challenge, and i love the system that they have for leveling up. TheNormally in a game that i love i will say that the only bad thing about it it that is has to end. In this case, the game does not end. I have played for 72 hours and I'm only level 35. The game satisfies all needs and it doesn't make you do the storyline. The world levels up with you which allows the game to always be a challenge, and i love the system that they have for leveling up. The only thing wrong with this game is that the world is so big that it is bound to have some glitches. I honestly don't see how you could play this game and not love it.",pcf87
83087,Gears of War 3,Xbox360,3,"WHY GEARS, WHY!!! The makers had three years to work on this game and what they did was take gow2 and made it worse. The new beast mode is fun for only two plays and the multiplayer isn't nearly as fun as it was in gow2. The makers decided to take out guardian (which was the most played playlist in gow2) and replace it with team deathmatch which is not nearly as fun. The maps are worse andWHY GEARS, WHY!!! The makers had three years to work on this game and what they did was take gow2 and made it worse. The new beast mode is fun for only two plays and the multiplayer isn't nearly as fun as it was in gow2. The makers decided to take out guardian (which was the most played playlist in gow2) and replace it with team deathmatch which is not nearly as fun. The maps are worse and the campaign loses your interest off the first mission, the only good part about this game is that they added a few more guns and horde has significantly improved.",pcf87
180799,NHL 12,Xbox360,10,"same as last but the last one was good. thats all i have to say but i have to have 150 characters. And the goalie fights are fun. grezky mode is aight, they could have made it better.",pcf87
218376,Saints Row: The Third,Xbox360,9,"I cannot find more than two things that i don't like about the game. One, slightly over the line in terms of vulgarness and violence, but that is what saints row is about. Two, the makers could have spent a little bit more time on the plot of the game, however saints row lets you create your own character and actions. A great free play game with much better graphics than last game. If youI cannot find more than two things that i don't like about the game. One, slightly over the line in terms of vulgarness and violence, but that is what saints row is about. Two, the makers could have spent a little bit more time on the plot of the game, however saints row lets you create your own character and actions. A great free play game with much better graphics than last game. If you liked the past Saints rows, you will love this one.",pcf87
281184,Assassin's Creed: Revelations,Xbox360,9,"If you, like me, loved the past three games, you will think this game as amazing. Assassins creed Revelations answers many questions and keeps up the plot that wants to make you keep playing. Yes there a some annoying missions (such as the annoying version of tower defense) but if you can past that, AC revelations is a great game.",pcf87
